10	0.000201	0.000031	0.000007	0.000006	0.000007	0.000007	0.000006
50	0.000228	0.000226	0.000039	0.000039	0.000051	0.000040	0.000041
100	0.001073	0.001410	0.000114	0.000110	0.000117	0.000111	0.000118
1000	0.748198	0.987502	0.013248	0.012911	0.013401	0.013232	0.013777
